frame_number,nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
0,0.5444489121437073,0.4132443964481354,-1.1409847736358643,0.5731735825538635,0.3656700849533081,-1.0712733268737793,0.5879867076873779,0.36815398931503296,-1.0716369152069092,0.6023795008659363,0.3716742694377899,-1.071946382522583,0.5253680348396301,0.35879436135292053,-1.1103260517120361,0.5082942247390747,0.3569273054599762,-1.1103971004486084,0.4947574734687805,0.35479915142059326,-1.1108226776123047,0.6167007088661194,0.3959827125072479,-0.5759590864181519,0.47212833166122437,0.3736383616924286,-0.7523987889289856,0.5663605332374573,0.4734363257884979,-0.9472721219062805,0.5077115297317505,0.4607994258403778,-0.9970781207084656,0.6762387752532959,0.6800498962402344,-0.16376431286334991,0.33405572175979614,0.6742779612541199,-0.4889351725578308,0.7262110114097595,1.0001194477081299,0.008254879154264927,0.27584367990493774,1.0041083097457886,-0.42215460538864136,0.7347238659858704,1.355742335319519,-0.4452047348022461,0.2925943434238434,1.3024104833602905,-0.8187292814254761,0.7510015368461609,1.4529532194137573,-0.5503298044204712,0.29922693967819214,1.3965257406234741,-0.948432445526123,0.7344353199005127,1.4532349109649658,-0.6709491014480591,0.3242088258266449,1.3879379034042358,-1.026792287826538,0.717102587223053,1.4178099632263184,-0.5145739316940308,0.3322222828865051,1.354527235031128,-0.8603342771530151,0.6215425729751587,1.3963167667388916,0.04113749787211418,0.3945123553276062,1.3858588933944702,-0.038403190672397614,0.60512375831604,1.945956826210022,-0.14540870487689972,0.3894008696079254,1.9287018775939941,-0.2032262086868286,0.6331114172935486,2.505664348602295,0.3188773989677429,0.3999105989933014,2.5216989517211914,0.008262780494987965,0.6353808641433716,2.584932565689087,0.3326759934425354,0.3896051347255707,2.608603000640869,0.004414815455675125,0.6164548993110657,2.674933671951294,-0.21095898747444153,0.4382912516593933,2.6881866455078125,-0.5856782793998718
1,0.5421603322029114,0.42143014073371887,-1.1989130973815918,0.5696068406105042,0.37786728143692017,-1.128562092781067,0.5820809006690979,0.38088834285736084,-1.1289926767349243,0.593815803527832,0.38466471433639526,-1.1292245388031006,0.5246488451957703,0.3681192696094513,-1.1700439453125,0.5076243281364441,0.36445701122283936,-1.1702901124954224,0.4935230612754822,0.36109086871147156,-1.1708604097366333,0.6057307124137878,0.40756699442863464,-0.6335168480873108,0.4654156565666199,0.3765984773635864,-0.8203467130661011,0.5605138540267944,0.4807063937187195,-1.005960464477539,0.5046218633651733,0.4645145535469055,-1.059744119644165,0.6532901525497437,0.6773326992988586,-0.1812087595462799,0.3282467722892761,0.6617242097854614,-0.5455933809280396,0.7023280262947083,1.007879376411438,-0.08285519480705261,0.2925650477409363,1.0132778882980347,-0.47101736068725586,0.6851294040679932,1.3041224479675293,-0.5746001601219177,0.30715230107307434,1.3245270252227783,-0.8546463251113892,0.6946231126785278,1.3993154764175415,-0.6978999376296997,0.2960428297519684,1.4192659854888916,-0.9823395609855652,0.6816517114639282,1.394232988357544,-0.7894837856292725,0.30243390798568726,1.4105751514434814,-1.0671577453613281,0.6677958369255066,1.3590091466903687,-0.634722113609314,0.3204593062400818,1.376405119895935,-0.8983064889907837,0.6048789620399475,1.3546713590621948,0.043907832354307175,0.3779858946800232,1.3449846506118774,-0.04110672324895859,0.5899695754051208,1.9045825004577637,-0.13006189465522766,0.377440869808197,1.8840889930725098,-0.1982598602771759,0.6116173267364502,2.4462954998016357,0.2894158959388733,0.38500887155532837,2.4535775184631348,0.03259295970201492,0.6128864288330078,2.5197701454162598,0.30302202701568604,0.3755855858325958,2.5356175899505615,0.03188379853963852,0.5894060730934143,2.6132097244262695,-0.1737522929906845,0.4160027503967285,2.6108169555664062,-0.5508662462234497
2,0.5423803925514221,0.4146367907524109,-1.2038018703460693,0.5678204894065857,0.3739193081855774,-1.1276795864105225,0.579578161239624,0.37613677978515625,-1.1282665729522705,0.5927772521972656,0.37928563356399536,-1.1284284591674805,0.5249474048614502,0.3666279911994934,-1.1631004810333252,0.5078500509262085,0.3635055720806122,-1.1632945537567139,0.49345287680625916,0.3606172800064087,-1.1639487743377686,0.6044313311576843,0.4031992256641388,-0.627338707447052,0.4617486894130707,0.3759274482727051,-0.7985747456550598,0.5615578293800354,0.47339102625846863,-1.0086747407913208,0.5048086643218994,0.45448923110961914,-1.0571825504302979,0.6633776426315308,0.6679880023002625,-0.22064092755317688,0.3273857831954956,0.6543847322463989,-0.5377490520477295,0.709395170211792,1.0056025981903076,-0.03310750052332878,0.29316478967666626,1.016098976135254,-0.48063239455223083,0.690256655216217,1.310705542564392,-0.583469808101654,0.3065063953399658,1.3238786458969116,-0.9065717458724976,0.7011462450027466,1.402506947517395,-0.6922602653503418,0.2907661497592926,1.4215400218963623,-1.0421658754348755,0.6878355145454407,1.397373914718628,-0.8491033315658569,0.30388343334198,1.413415551185608,-1.1392662525177002,0.6728893518447876,1.3614599704742432,-0.668702244758606,0.32051223516464233,1.3775651454925537,-0.9556814432144165,0.6105061173439026,1.3616021871566772,0.040042512118816376,0.3755403757095337,1.3534127473831177,-0.03720339760184288,0.5960076451301575,1.9214750528335571,-0.08259014040231705,0.3748861253261566,1.897957682609558,-0.16920354962348938,0.6142383813858032,2.4510843753814697,0.3720942735671997,0.3828049898147583,2.446514129638672,0.1308102309703827,0.6157968640327454,2.5268149375915527,0.3847046196460724,0.3741505742073059,2.5284676551818848,0.13723240792751312,0.5899377465248108,2.6071724891662598,-0.1393572837114334,0.4140304625034332,2.5946760177612305,-0.4707619547843933
3,0.5447064638137817,0.4059252142906189,-1.0788559913635254,0.5681632161140442,0.3723292052745819,-0.9961456060409546,0.5804938673973083,0.3741150200366974,-0.9967328310012817,0.5935596227645874,0.3758092522621155,-0.9968879818916321,0.5268033742904663,0.363747775554657,-1.0423429012298584,0.5096175670623779,0.3583379089832306,-1.042590618133545,0.4943620264530182,0.35617879033088684,-1.0432846546173096,0.6052342653274536,0.3977038562297821,-0.4946286082267761,0.4612274765968323,0.37423452734947205,-0.7100063562393188,0.5635256767272949,0.46296051144599915,-0.8885901570320129,0.5062177777290344,0.44291952252388,-0.9485727548599243,0.6636697053909302,0.6669756174087524,-0.08787381649017334,0.32597118616104126,0.6527649760246277,-0.48745617270469666,0.7107755541801453,1.006350040435791,0.04150567576289177,0.29039666056632996,1.0182033777236938,-0.4413338601589203,0.7005005478858948,1.312341332435608,-0.4534556269645691,0.28876540064811707,1.3285939693450928,-0.8841041326522827,0.7101597785949707,1.4075335264205933,-0.5645478367805481,0.26942914724349976,1.428146481513977,-1.0250542163848877,0.6909500360488892,1.4095839262008667,-0.6863662004470825,0.29068562388420105,1.4253780841827393,-1.1144096851348877,0.6793943047523499,1.3746097087860107,-0.5247112512588501,0.306241899728775,1.3886866569519043,-0.9315589666366577,0.6057190895080566,1.368204951286316,0.06198350340127945,0.3727162182331085,1.3588515520095825,-0.05916885286569595,0.5893526077270508,1.9136455059051514,-0.02963603101670742,0.3724760413169861,1.8883968591690063,-0.19645118713378906,0.611348032951355,2.4396955966949463,0.45658913254737854,0.38046321272850037,2.4349827766418457,0.13349542021751404,0.6127305030822754,2.515401601791382,0.4720645546913147,0.371113657951355,2.516240358352661,0.14170251786708832,0.5891350507736206,2.5974600315093994,-0.055322688072919846,0.4119666516780853,2.5872673988342285,-0.4650815427303314
4,0.545889139175415,0.3901156783103943,-1.0484287738800049,0.5678126215934753,0.35321903228759766,-0.9652830958366394,0.5804639458656311,0.3531918227672577,-0.9658516645431519,0.5931045413017273,0.35339975357055664,-0.9659825563430786,0.5272406339645386,0.35413461923599243,-1.0116493701934814,0.5102536082267761,0.3498605489730835,-1.0118781328201294,0.4948136806488037,0.34963151812553406,-1.012542724609375,0.604843258857727,0.3819958567619324,-0.4586997926235199,0.46156740188598633,0.37070271372795105,-0.6715506315231323,0.5658941864967346,0.4457363188266754,-0.8574091196060181,0.5114525556564331,0.4320344626903534,-0.9165558815002441,0.6652523875236511,0.6668033599853516,-0.029058903455734253,0.3264596462249756,0.6511542797088623,-0.47451266646385193,0.7091324329376221,1.005481243133545,0.11513547599315643,0.29570311307907104,1.0185741186141968,-0.4399295747280121,0.708526611328125,1.3146522045135498,-0.3705299496650696,0.2910465896129608,1.3374829292297363,-0.876258373260498,0.7155154943466187,1.407785177230835,-0.4778982996940613,0.27290865778923035,1.4420658349990845,-1.0195521116256714,0.7029294371604919,1.4104844331741333,-0.6011149883270264,0.294641375541687,1.4438427686691284,-1.1045753955841064,0.6880615949630737,1.3759385347366333,-0.44233599305152893,0.3111199736595154,1.4043223857879639,-0.922008216381073,0.6080451011657715,1.3723372220993042,0.08618378639221191,0.37467747926712036,1.3639417886734009,-0.08322824537754059,0.5937024354934692,1.9070353507995605,0.004394864663481712,0.38008207082748413,1.883765459060669,-0.22510547935962677,0.6134642958641052,2.4334747791290283,0.5079367756843567,0.3867850601673126,2.4308979511260986,0.11867107450962067,0.6151212453842163,2.508758783340454,0.5241674184799194,0.37276214361190796,2.511248826980591,0.12838786840438843,0.6041535139083862,2.59564471244812,0.003660109592601657,0.4295899271965027,2.589355945587158,-0.47452154755592346
5,0.5464558005332947,0.36730748414993286,-1.06424880027771,0.563645601272583,0.3293101191520691,-0.9835441708564758,0.57513827085495,0.3289041817188263,-0.9840896725654602,0.5881280303001404,0.32905805110931396,-0.9842450022697449,0.5253041386604309,0.3340613543987274,-1.0251801013946533,0.5087457895278931,0.33403104543685913,-1.025356411933899,0.49310651421546936,0.3360009789466858,-1.0260156393051147,0.6006021499633789,0.36008918285369873,-0.4803813099861145,0.4598357677459717,0.36379340291023254,-0.6691073775291443,0.567292332649231,0.4228181540966034,-0.8745619058609009,0.5148552656173706,0.4179072380065918,-0.9272515177726746,0.6686640977859497,0.6607114672660828,-0.05793941020965576,0.3306261897087097,0.6464799642562866,-0.4720967710018158,0.7099475264549255,1.00514554977417,0.09507967531681061,0.29683440923690796,1.0189321041107178,-0.43762797117233276,0.7118496298789978,1.3158035278320312,-0.38335976004600525,0.28977134823799133,1.34026300907135,-0.8789322972297668,0.7240892648696899,1.4079970121383667,-0.4908994138240814,0.2710793614387512,1.4448174238204956,-1.0238841772079468,0.7232909202575684,1.41032874584198,-0.6177219152450562,0.2970896363258362,1.445367693901062,-1.1139923334121704,0.7019008994102478,1.37602961063385,-0.4560171961784363,0.3124687969684601,1.4060348272323608,-0.9261413812637329,0.6109787225723267,1.3696751594543457,0.07735108584165573,0.3758750557899475,1.362766981124878,-0.07435153424739838,0.5969371199607849,1.9070261716842651,-0.0031485252548009157,0.3842061161994934,1.885309100151062,-0.2079395353794098,0.616244375705719,2.4330103397369385,0.5071033835411072,0.3906695246696472,2.4321045875549316,0.14648152887821198,0.6172559261322021,2.5079920291900635,0.5235981345176697,0.3749103248119354,2.5135838985443115,0.15765108168125153,0.6095920205116272,2.594285011291504,-0.013951227068901062,0.4353591501712799,2.5875227451324463,-0.44885119795799255
6,0.5394200682640076,0.35319983959198,-1.059390902519226,0.5541555285453796,0.3153069317340851,-0.9786364436149597,0.5636749267578125,0.315506249666214,-0.9792014360427856,0.5755157470703125,0.31605690717697144,-0.9793373942375183,0.5142799615859985,0.3190774619579315,-1.0178191661834717,0.49747633934020996,0.32052963972091675,-1.017995834350586,0.4820207953453064,0.32276779413223267,-1.018690586090088,0.5917696952819824,0.3486286401748657,-0.4780868589878082,0.4516102373600006,0.35582420229911804,-0.6512467861175537,0.5632697343826294,0.4107317626476288,-0.8711220622062683,0.5097237825393677,0.4087901711463928,-0.9200996160507202,0.6697244048118591,0.6519986987113953,-0.05659715086221695,0.3333350419998169,0.6434183716773987,-0.4621540606021881,0.7115439176559448,0.9979860186576843,0.09585878252983093,0.29811859130859375,1.0190917253494263,-0.4298066198825836,0.7255223989486694,1.3049099445343018,-0.3837606906890869,0.28802672028541565,1.338541030883789,-0.8715381622314453,0.7475796341896057,1.3927887678146362,-0.4919753968715668,0.26881009340286255,1.4426273107528687,-1.0173262357711792,0.7478280663490295,1.3955838680267334,-0.6188150644302368,0.29641467332839966,1.4425017833709717,-1.1119513511657715,0.7244070768356323,1.3635648488998413,-0.4567517340183258,0.3123909831047058,1.4030009508132935,-0.9208313822746277,0.6124286651611328,1.3633666038513184,0.07448264956474304,0.3769787847995758,1.358059048652649,-0.07148938626050949,0.5986143946647644,1.895957350730896,-0.004914457444101572,0.38561466336250305,1.8760994672775269,-0.1934090107679367,0.6186268925666809,2.420747995376587,0.5047463178634644,0.39299118518829346,2.419156551361084,0.15708772838115692,0.6201664209365845,2.4957313537597656,0.5209733247756958,0.3776734471321106,2.498908042907715,0.16878262162208557,0.6109596490859985,2.580268621444702,-0.01712590828537941,0.43702372908592224,2.57639479637146,-0.4363853335380554
7,0.52039635181427,0.34144625067710876,-1.060965657234192,0.5370684862136841,0.3034406900405884,-0.9825908541679382,0.5490875244140625,0.3040308654308319,-0.983135998249054,0.5595941543579102,0.3046908974647522,-0.9832686185836792,0.4952583909034729,0.3083922266960144,-1.0188722610473633,0.4794284403324127,0.3115709125995636,-1.019027590751648,0.4654514789581299,0.31454935669898987,-1.0197290182113647,0.5800403356552124,0.33848321437835693,-0.49125194549560547,0.44188833236694336,0.351103812456131,-0.6488536596298218,0.5506995916366577,0.39900630712509155,-0.8751183748245239,0.4947200417518616,0.39805731177330017,-0.9206877946853638,0.6704788208007812,0.6403332352638245,-0.06934474408626556,0.33612850308418274,0.6412599086761475,-0.4603308141231537,0.7132710218429565,0.9877728223800659,0.08450168371200562,0.29970425367355347,1.0195603370666504,-0.4295550286769867,0.7318075895309448,1.298488974571228,-0.35827091336250305,0.2892497777938843,1.3377529382705688,-0.8640959858894348,0.7538815140724182,1.3861569166183472,-0.45712703466415405,0.26964908838272095,1.442765712738037,-1.0072205066680908,0.7533841729164124,1.387774109840393,-0.586158812046051,0.2972409725189209,1.4419608116149902,-1.104488730430603,0.730932354927063,1.3560744524002075,-0.4306105673313141,0.31372183561325073,1.4021469354629517,-0.9146500825881958,0.6135451197624207,1.3497498035430908,0.07553279399871826,0.3793935179710388,1.3478254079818726,-0.07267651706933975,0.6046507954597473,1.8881019353866577,0.004195758141577244,0.3902933895587921,1.8714842796325684,-0.18985021114349365,0.6286281943321228,2.4097225666046143,0.5120885372161865,0.40271368622779846,2.4102020263671875,0.16516467928886414,0.6314762830734253,2.4829673767089844,0.5280144214630127,0.3924054801464081,2.488981008529663,0.17680858075618744,0.6169776320457458,2.5699071884155273,-0.012740427628159523,0.4413064420223236,2.565457344055176,-0.4226742386817932
8,0.5087314248085022,0.33827298879623413,-1.0882775783538818,0.5261484384536743,0.29971712827682495,-1.0190595388412476,0.5400108695030212,0.30039945244789124,-1.0194816589355469,0.5510104894638062,0.30118319392204285,-1.0195649862289429,0.48370131850242615,0.3050400912761688,-1.0505882501602173,0.46941566467285156,0.30857571959495544,-1.0507323741912842,0.45469194650650024,0.3117689788341522,-1.051403284072876,0.5713440179824829,0.33437737822532654,-0.5568364262580872,0.435110479593277,0.34918972849845886,-0.6906249523162842,0.541807234287262,0.39518728852272034,-0.9131547212600708,0.4842102527618408,0.39476510882377625,-0.950741171836853,0.6695882081985474,0.6283690333366394,-0.13078618049621582,0.33757415413856506,0.6402490735054016,-0.5033708810806274,0.7117422819137573,0.9714104533195496,0.05674044415354729,0.3007379472255707,1.019823670387268,-0.46945470571517944,0.734251081943512,1.272197961807251,-0.37729424238204956,0.29498857259750366,1.334126353263855,-0.8748303651809692,0.7557280659675598,1.358386516571045,-0.4764595627784729,0.27510935068130493,1.4383553266525269,-1.010300636291504,0.7546197772026062,1.3595459461212158,-0.6007126569747925,0.302243173122406,1.4386885166168213,-1.1034185886383057,0.733026921749115,1.3292343616485596,-0.44784432649612427,0.3199930787086487,1.3991528749465942,-0.9228237867355347,0.6180175542831421,1.3230922222137451,0.07402822375297546,0.38461801409721375,1.328822374343872,-0.0712084248661995,0.6173086166381836,1.873634934425354,0.00038513948675245047,0.402780681848526,1.8630120754241943,-0.18416400253772736,0.6444537043571472,2.394545555114746,0.4850561022758484,0.41967377066612244,2.3999972343444824,0.1595643162727356,0.6471542119979858,2.4666357040405273,0.49994635581970215,0.4115157723426819,2.478646993637085,0.16957193613052368,0.6319750547409058,2.5549631118774414,-0.03590285778045654,0.4580349028110504,2.552910327911377,-0.4239658713340759
9,0.5029059052467346,0.33428123593330383,-1.0810933113098145,0.5210161805152893,0.2969244420528412,-1.0088516473770142,0.5351919531822205,0.2975170910358429,-1.009305715560913,0.5470401644706726,0.298414021730423,-1.009347677230835,0.47784727811813354,0.3022795021533966,-1.0398423671722412,0.4638449251651764,0.3056204915046692,-1.0399839878082275,0.44824618101119995,0.309093177318573,-1.040632963180542,0.5667448043823242,0.33143383264541626,-0.5464314818382263,0.43073004484176636,0.34715378284454346,-0.6739491820335388,0.5373048186302185,0.39086970686912537,-0.907244861125946,0.4778220057487488,0.39209169149398804,-0.9434998631477356,0.6683952808380127,0.6241520643234253,-0.11917535960674286,0.3376907408237457,0.6391753554344177,-0.4922497868537903,0.711483359336853,0.9681074619293213,0.06456245481967926,0.3028431832790375,1.0179811716079712,-0.4614042639732361,0.7343341112136841,1.2690194845199585,-0.3602781891822815,0.30120205879211426,1.33198082447052,-0.878213107585907,0.7552295923233032,1.355615496635437,-0.4578256607055664,0.28320077061653137,1.4363313913345337,-1.0145599842071533,0.7535106539726257,1.3572014570236206,-0.5815175771713257,0.31025606393814087,1.4370595216751099,-1.105611801147461,0.7323518991470337,1.3266962766647339,-0.43061986565589905,0.3278409242630005,1.397289752960205,-0.9261320233345032,0.6214781999588013,1.315916895866394,0.07419604063034058,0.3890402913093567,1.323948621749878,-0.0714356005191803,0.6244394183158875,1.864454746246338,-0.00039382983231917024,0.41073498129844666,1.8550655841827393,-0.17818184196949005,0.6513490676879883,2.3807687759399414,0.5001487135887146,0.4272884726524353,2.3871519565582275,0.17203278839588165,0.6541427373886108,2.452265977859497,0.5158193707466125,0.4185841679573059,2.465498924255371,0.18361124396324158,0.639022946357727,2.5390288829803467,-0.024438824504613876,0.4680948257446289,2.537686824798584,-0.41723623871803284
